date,product_id,product_name,category,region,units_sold,unit_price,revenue
2026-05-26,P301,ChefPro Blender,Home & Kitchen,Region Z,9,5499.0,49491.0
2026-05-26,P302,AeroFry Air Cooker,Home & Kitchen,Region X,5,8999.0,44995.0
2026-05-26,P302,AeroFry Air Cooker,Home & Kitchen,Region Y,9,8999.0,80991.0
2026-05-26,P302,AeroFry Air Cooker,Home & Kitchen,Region Z,3,8999.0,26997.0
2026-05-26,P303,PureSip Bottle,Home & Kitchen,Region X,145,899.0,130355.0
2026-05-26,P303,PureSip Bottle,Home & Kitchen,Region Y,72,899.0,64728.0
2026-05-26,P303,PureSip Bottle,Home & Kitchen,Region Z,34,899.0,30566.0
2026-05-26,P304,LoomNest Bedsheet,Home & Kitchen,Region X,16,1799.0,28784.0
2026-05-26,P304,LoomNest Bedsheet,Home & Kitchen,Region Y,13,1799.0,23387.0
2026-05-26,P304,LoomNest Bedsheet,Home & Kitchen,Region Z,11,1799.0,19789.0
2026-05-26,P401,GlowLab Serum,Beauty,Region X,79,1299.0,102621.0
2026-05-26,P401,GlowLab Serum,Beauty,Region Y,50,1299.0,64950.0
2026-05-26,P401,GlowLab Serum,Beauty,Region Z,21,1299.0,27279.0
2026-05-26,P402,SilkTouch Shampoo,Beauty,Region X,174,449.0,78126.0
2026-05-26,P402,SilkTouch Shampoo,Beauty,Region Y,75,449.0,33675.0
2026-05-26,P402,SilkTouch Shampoo,Beauty,Region Z,48,449.0,21552.0
2026-05-26,P403,DewDrop Moisturizer,Beauty,Region X,82,799.0,65518.0
2026-05-26,P403,DewDrop Moisturizer,Beauty,Region Y,63,799.0,50337.0
2026-05-26,P403,DewDrop Moisturizer,Beauty,Region Z,35,799.0,27965.0
2026-05-27,P101,VoltX Pro 5G Phone,Electronics,Region X,61,24999.0,1524939.0
2026-05-27,P101,VoltX Pro 5G Phone,Electronics,Region Y,31,24999.0,774969.0
2026-05-27,P101,VoltX Pro 5G Phone,Electronics,Region Z,16,24999.0,399984.0
2026-05-27,P102,VoltX Lite 5G Phone,Electronics,Region X,34,14999.0,509966.0
2026-05-27,P102,VoltX Lite 5G Phone,Electronics,Region Y,25,14999.0,374975.0
2026-05-27,P102,VoltX Lite 5G Phone,Electronics,Region Z,18,14999.0,269982.0
2026-05-27,P103,SoundCore Buds,Electronics,Region X,89,2999.0,266911.0
2026-05-27,P103,SoundCore Buds,Electronics,Region Y,59,2999.0,176941.0
2026-05-27,P103,SoundCore Buds,Electronics,Region Z,46,2999.0,137954.0
2026-05-27,P104,NovaTab 11,Electronics,Region X,28,18999.0,531972.0
2026-05-27,P104,NovaTab 11,Electronics,Region Y,10,18999.0,189990.0
2026-05-27,P104,NovaTab 11,Electronics,Region Z,5,18999.0,94995.0
2026-05-27,P201,UrbanDen Jacket,Apparel,Region X,29,3499.0,101471.0
2026-05-27,P201,UrbanDen Jacket,Apparel,Region Y,33,3499.0,115467.0
2026-05-27,P201,UrbanDen Jacket,Apparel,Region Z,23,3499.0,80477.0
2026-05-27,P202,FlexiKnit Tee,Apparel,Region X,97,999.0,96903.0
2026-05-27,P202,FlexiKnit Tee,Apparel,Region Y,80,999.0,79920.0
2026-05-27,P202,FlexiKnit Tee,Apparel,Region Z,47,999.0,46953.0
2026-05-27,P203,TrailBlaze Sneakers,Apparel,Region X,24,4599.0,110376.0
2026-05-27,P203,TrailBlaze Sneakers,Apparel,Region Y,26,4599.0,119574.0
2026-05-27,P203,TrailBlaze Sneakers,Apparel,Region Z,10,4599.0,45990.0
2026-05-27,P204,CloudWeave Hoodie,Apparel,Region X,28,2199.0,61572.0
2026-05-27,P204,CloudWeave Hoodie,Apparel,Region Y,11,2199.0,24189.0
2026-05-27,P204,CloudWeave Hoodie,Apparel,Region Z,8,2199.0,17592.0
2026-05-27,P301,ChefPro Blender,Home & Kitchen,Region X,17,5499.0,93483.0
2026-05-27,P301,ChefPro Blender,Home & Kitchen,Region Y,14,5499.0,76986.0
2026-05-27,P301,ChefPro Blender,Home & Kitchen,Region Z,3,5499.0,16497.0
2026-05-27,P302,AeroFry Air Cooker,Home & Kitchen,Region X,13,8999.0,116987.0
2026-05-27,P302,AeroFry Air Cooker,Home & Kitchen,Region Y,5,8999.0,44995.0
2026-05-27,P302,AeroFry Air Cooker,Home & Kitchen,Region Z,4,8999.0,35996.0
2026-05-27,P303,PureSip Bottle,Home & Kitchen,Region X,121,899.0,108779.0
2026-05-27,P303,PureSip Bottle,Home & Kitchen,Region Y,92,899.0,82708.0
2026-05-27,P303,PureSip Bottle,Home & Kitchen,Region Z,52,899.0,46748.0
2026-05-27,P304,LoomNest Bedsheet,Home & Kitchen,Region X,31,1799.0,55769.0
2026-05-27,P304,LoomNest Bedsheet,Home & Kitchen,Region Y,21,1799.0,37779.0
2026-05-27,P304,LoomNest Bedsheet,Home & Kitchen,Region Z,7,1799.0,12593.0
2026-05-27,P401,GlowLab Serum,Beauty,Region X,80,1299.0,103920.0
2026-05-27,P401,GlowLab Serum,Beauty,Region Y,46,1299.0,59754.0
2026-05-27,P401,GlowLab Serum,Beauty,Region Z,38,1299.0,49362.0
2026-05-27,P402,SilkTouch Shampoo,Beauty,Region X,134,449.0,60166.0
2026-05-27,P402,SilkTouch Shampoo,Beauty,Region Y,111,449.0,49839.0
2026-05-27,P402,SilkTouch Shampoo,Beauty,Region Z,65,449.0,29185.0
2026-05-27,P403,DewDrop Moisturizer,Beauty,Region X,91,799.0,72709.0
2026-05-27,P403,DewDrop Moisturizer,Beauty,Region Y,54,799.0,43146.0
2026-05-27,P403,DewDrop Moisturizer,Beauty,Region Z,28,799.0,22372.0
2026-05-28,P101,VoltX Pro 5G Phone,Electronics,Region X,73,24999.0,1824927.0
2026-05-28,P101,VoltX Pro 5G Phone,Electronics,Region Y,31,24999.0,774969.0
2026-05-28,P101,VoltX Pro 5G Phone,Electronics,Region Z,14,24999.0,349986.0
2026-05-28,P102,VoltX Lite 5G Phone,Electronics,Region X,52,14999.0,779948.0
2026-05-28,P102,VoltX Lite 5G Phone,Electronics,Region Y,15,14999.0,224985.0
2026-05-28,P102,VoltX Lite 5G Phone,Electronics,Region Z,16,14999.0,239984.0
2026-05-28,P103,SoundCore Buds,Electronics,Region X,100,2999.0,299900.0
2026-05-28,P103,SoundCore Buds,Electronics,Region Y,43,2999.0,128957.0
2026-05-28,P103,SoundCore Buds,Electronics,Region Z,34,2999.0,101966.0
2026-05-28,P104,NovaTab 11,Electronics,Region X,24,18999.0,455976.0
2026-05-28,P104,NovaTab 11,Electronics,Region Y,16,18999.0,303984.0
2026-05-28,P104,NovaTab 11,Electronics,Region Z,12,18999.0,227988.0
2026-05-28,P201,UrbanDen Jacket,Apparel,Region X,33,3499.0,115467.0
2026-05-28,P201,UrbanDen Jacket,Apparel,Region Y,21,3499.0,73479.0
2026-05-28,P201,UrbanDen Jacket,Apparel,Region Z,14,3499.0,48986.0
2026-05-28,P202,FlexiKnit Tee,Apparel,Region X,126,999.0,125874.0
2026-05-28,P202,FlexiKnit Tee,Apparel,Region Y,106,999.0,105894.0
2026-05-28,P202,FlexiKnit Tee,Apparel,Region Z,41,999.0,40959.0
2026-05-28,P203,TrailBlaze Sneakers,Apparel,Region X,30,4599.0,137970.0
2026-05-28,P203,TrailBlaze Sneakers,Apparel,Region Y,19,4599.0,87381.0
2026-05-28,P203,TrailBlaze Sneakers,Apparel,Region Z,10,4599.0,45990.0
2026-05-28,P204,CloudWeave Hoodie,Apparel,Region X,35,2199.0,76965.0
2026-05-28,P204,CloudWeave Hoodie,Apparel,Region Y,17,2199.0,37383.0
2026-05-28,P204,CloudWeave Hoodie,Apparel,Region Z,12,2199.0,26388.0
2026-05-28,P301,ChefPro Blender,Home & Kitchen,Region X,17,5499.0,93483.0
2026-05-28,P301,ChefPro Blender,Home & Kitchen,Region Y,6,5499.0,32994.0
2026-05-28,P301,ChefPro Blender,Home & Kitchen,Region Z,5,5499.0,27495.0
2026-05-28,P302,AeroFry Air Cooker,Home & Kitchen,Region X,16,8999.0,143984.0
2026-05-28,P302,AeroFry Air Cooker,Home & Kitchen,Region Y,7,8999.0,62993.0
2026-05-28,P302,AeroFry Air Cooker,Home & Kitchen,Region Z,4,8999.0,35996.0
2026-05-28,P303,PureSip Bottle,Home & Kitchen,Region X,142,899.0,127658.0
2026-05-28,P303,PureSip Bottle,Home & Kitchen,Region Y,72,899.0,64728.0
2026-05-28,P303,PureSip Bottle,Home & Kitchen,Region Z,52,899.0,46748.0
2026-05-28,P304,LoomNest Bedsheet,Home & Kitchen,Region X,35,1799.0,62965.0
2026-05-28,P304,LoomNest Bedsheet,Home & Kitchen,Region Y,11,1799.0,19789.0
2026-05-28,P304,LoomNest Bedsheet,Home & Kitchen,Region Z,3,1799.0,5397.0
2026-05-28,P401,GlowLab Serum,Beauty,Region X,71,1299.0,92229.0
2026-05-28,P401,GlowLab Serum,Beauty,Region Y,44,1299.0,57156.0
2026-05-28,P401,GlowLab Serum,Beauty,Region Z,22,1299.0,28578.0
2026-05-28,P402,SilkTouch Shampoo,Beauty,Region X,163,449.0,73187.0
2026-05-28,P402,SilkTouch Shampoo,Beauty,Region Y,107,449.0,48043.0
2026-05-28,P402,SilkTouch Shampoo,Beauty,Region Z,58,449.0,26042.0
2026-05-28,P403,DewDrop Moisturizer,Beauty,Region X,115,799.0,91885.0
2026-05-28,P403,DewDrop Moisturizer,Beauty,Region Y,48,799.0,38352.0
2026-05-28,P403,DewDrop Moisturizer,Beauty,Region Z,31,799.0,24769.0
2026-05-29,P101,VoltX Pro 5G Phone,Electronics,Region X,47,24999.0,1174953.0
2026-05-29,P101,VoltX Pro 5G Phone,Electronics,Region Y,36,24999.0,899964.0
2026-05-29,P101,VoltX Pro 5G Phone,Electronics,Region Z,24,24999.0,599976.0
2026-05-29,P102,VoltX Lite 5G Phone,Electronics,Region X,33,14999.0,494967.0
2026-05-29,P102,VoltX Lite 5G Phone,Electronics,Region Y,28,14999.0,419972.0
2026-05-29,P102,VoltX Lite 5G Phone,Electronics,Region Z,15,14999.0,224985.0
2026-05-29,P103,SoundCore Buds,Electronics,Region X,94,2999.0,281906.0
2026-05-29,P103,SoundCore Buds,Electronics,Region Y,56,2999.0,167944.0
2026-05-29,P103,SoundCore Buds,Electronics,Region Z,43,2999.0,128957.0
2026-05-29,P104,NovaTab 11,Electronics,Region X,19,18999.0,360981.0
2026-05-29,P104,NovaTab 11,Electronics,Region Y,10,18999.0,189990.0
2026-05-29,P104,NovaTab 11,Electronics,Region Z,11,18999.0,208989.0
2026-05-29,P201,UrbanDen Jacket,Apparel,Region X,53,3499.0,185447.0
2026-05-29,P201,UrbanDen Jacket,Apparel,Region Y,15,3499.0,52485.0
2026-05-29,P201,UrbanDen Jacket,Apparel,Region Z,16,3499.0,55984.0
2026-05-29,P202,FlexiKnit Tee,Apparel,Region X,100,999.0,99900.0
2026-05-29,P202,FlexiKnit Tee,Apparel,Region Y,76,999.0,75924.0
2026-05-29,P202,FlexiKnit Tee,Apparel,Region Z,43,999.0,42957.0
2026-05-29,P203,TrailBlaze Sneakers,Apparel,Region X,42,4599.0,193158.0
2026-05-29,P203,TrailBlaze Sneakers,Apparel,Region Y,14,4599.0,64386.0
2026-05-29,P203,TrailBlaze Sneakers,Apparel,Region Z,10,4599.0,45990.0
2026-05-29,P204,CloudWeave Hoodie,Apparel,Region X,38,2199.0,83562.0
2026-05-29,P204,CloudWeave Hoodie,Apparel,Region Y,13,2199.0,28587.0
2026-05-29,P204,CloudWeave Hoodie,Apparel,Region Z,7,2199.0,15393.0
2026-05-29,P301,ChefPro Blender,Home & Kitchen,Region X,19,5499.0,104481.0
2026-05-29,P301,ChefPro Blender,Home & Kitchen,Region Y,9,5499.0,49491.0
2026-05-29,P301,ChefPro Blender,Home & Kitchen,Region Z,5,5499.0,27495.0
2026-05-29,P302,AeroFry Air Cooker,Home & Kitchen,Region X,11,8999.0,98989.0
2026-05-29,P302,AeroFry Air Cooker,Home & Kitchen,Region Y,6,8999.0,53994.0
2026-05-29,P302,AeroFry Air Cooker,Home & Kitchen,Region Z,8,8999.0,71992.0
2026-05-29,P303,PureSip Bottle,Home & Kitchen,Region X,143,899.0,128557.0
2026-05-29,P303,PureSip Bottle,Home & Kitchen,Region Y,83,899.0,74617.0
2026-05-29,P303,PureSip Bottle,Home & Kitchen,Region Z,50,899.0,44950.0
2026-05-29,P304,LoomNest Bedsheet,Home & Kitchen,Region X,30,1799.0,53970.0
2026-05-29,P304,LoomNest Bedsheet,Home & Kitchen,Region Y,17,1799.0,30583.0
2026-05-29,P304,LoomNest Bedsheet,Home & Kitchen,Region Z,12,1799.0,21588.0
2026-05-29,P401,GlowLab Serum,Beauty,Region X,65,1299.0,84435.0
2026-05-29,P401,GlowLab Serum,Beauty,Region Y,29,1299.0,37671.0
2026-05-29,P401,GlowLab Serum,Beauty,Region Z,20,1299.0,25980.0
2026-05-29,P402,SilkTouch Shampoo,Beauty,Region X,138,449.0,61962.0
2026-05-29,P402,SilkTouch Shampoo,Beauty,Region Y,66,449.0,29634.0
2026-05-29,P402,SilkTouch Shampoo,Beauty,Region Z,60,449.0,26940.0
2026-05-29,P403,DewDrop Moisturizer,Beauty,Region X,78,799.0,62322.0
2026-05-29,P403,DewDrop Moisturizer,Beauty,Region Y,63,799.0,50337.0
2026-05-29,P403,DewDrop Moisturizer,Beauty,Region Z,37,799.0,29563.0
2026-05-30,P101,VoltX Pro 5G Phone,Electronics,Region X,74,24999.0,1849926.0
2026-05-30,P101,VoltX Pro 5G Phone,Electronics,Region Y,35,24999.0,874965.0
2026-05-30,P101,VoltX Pro 5G Phone,Electronics,Region Z,18,24999.0,449982.0
2026-05-30,P102,VoltX Lite 5G Phone,Electronics,Region X,54,14999.0,809946.0
2026-05-30,P102,VoltX Lite 5G Phone,Electronics,Region Y,29,14999.0,434971.0
2026-05-30,P102,VoltX Lite 5G Phone,Electronics,Region Z,15,14999.0,224985.0
2026-05-30,P103,SoundCore Buds,Electronics,Region X,104,2999.0,311896.0
2026-05-30,P103,SoundCore Buds,Electronics,Region Y,59,2999.0,176941.0
2026-05-30,P103,SoundCore Buds,Electronics,Region Z,43,2999.0,128957.0
2026-05-30,P104,NovaTab 11,Electronics,Region X,29,18999.0,550971.0
2026-05-30,P104,NovaTab 11,Electronics,Region Y,14,18999.0,265986.0
2026-05-30,P104,NovaTab 11,Electronics,Region Z,5,18999.0,94995.0
2026-05-30,P201,UrbanDen Jacket,Apparel,Region X,38,3499.0,132962.0
2026-05-30,P201,UrbanDen Jacket,Apparel,Region Y,37,3499.0,129463.0
2026-05-30,P201,UrbanDen Jacket,Apparel,Region Z,17,3499.0,59483.0
2026-05-30,P202,FlexiKnit Tee,Apparel,Region X,138,999.0,137862.0
2026-05-30,P202,FlexiKnit Tee,Apparel,Region Y,87,999.0,86913.0
2026-05-30,P202,FlexiKnit Tee,Apparel,Region Z,66,999.0,65934.0
2026-05-30,P203,TrailBlaze Sneakers,Apparel,Region X,47,4599.0,216153.0
2026-05-30,P203,TrailBlaze Sneakers,Apparel,Region Y,22,4599.0,101178.0
2026-05-30,P203,TrailBlaze Sneakers,Apparel,Region Z,14,4599.0,64386.0
2026-05-30,P204,CloudWeave Hoodie,Apparel,Region X,44,2199.0,96756.0
2026-05-30,P204,CloudWeave Hoodie,Apparel,Region Y,19,2199.0,41781.0
2026-05-30,P204,CloudWeave Hoodie,Apparel,Region Z,19,2199.0,41781.0
2026-05-30,P301,ChefPro Blender,Home & Kitchen,Region X,19,5499.0,104481.0
2026-05-30,P301,ChefPro Blender,Home & Kitchen,Region Y,10,5499.0,54990.0
2026-05-30,P301,ChefPro Blender,Home & Kitchen,Region Z,7,5499.0,38493.0
2026-05-30,P302,AeroFry Air Cooker,Home & Kitchen,Region X,19,8999.0,170981.0
2026-05-30,P302,AeroFry Air Cooker,Home & Kitchen,Region Y,9,8999.0,80991.0
2026-05-30,P302,AeroFry Air Cooker,Home & Kitchen,Region Z,5,8999.0,44995.0
2026-05-30,P303,PureSip Bottle,Home & Kitchen,Region X,147,899.0,132153.0
2026-05-30,P303,PureSip Bottle,Home & Kitchen,Region Y,89,899.0,80011.0
2026-05-30,P303,PureSip Bottle,Home & Kitchen,Region Z,75,899.0,67425.0
2026-05-30,P304,LoomNest Bedsheet,Home & Kitchen,Region X,27,1799.0,48573.0
2026-05-30,P304,LoomNest Bedsheet,Home & Kitchen,Region Y,15,1799.0,26985.0
2026-05-30,P304,LoomNest Bedsheet,Home & Kitchen,Region Z,9,1799.0,16191.0
2026-05-30,P401,GlowLab Serum,Beauty,Region X,101,1299.0,131199.0
2026-05-30,P401,GlowLab Serum,Beauty,Region Y,60,1299.0,77940.0
2026-05-30,P401,GlowLab Serum,Beauty,Region Z,25,1299.0,32475.0
2026-05-30,P402,SilkTouch Shampoo,Beauty,Region X,221,449.0,99229.0
2026-05-30,P402,SilkTouch Shampoo,Beauty,Region Y,86,449.0,38614.0
2026-05-30,P402,SilkTouch Shampoo,Beauty,Region Z,69,449.0,30981.0
2026-05-30,P403,DewDrop Moisturizer,Beauty,Region X,101,799.0,80699.0
2026-05-30,P403,DewDrop Moisturizer,Beauty,Region Y,91,799.0,72709.0
2026-05-30,P403,DewDrop Moisturizer,Beauty,Region Z,43,799.0,34357.0
2026-05-31,P101,VoltX Pro 5G Phone,Electronics,Region X,61,24999.0,1524939.0
2026-05-31,P101,VoltX Pro 5G Phone,Electronics,Region Y,26,24999.0,649974.0
2026-05-31,P101,VoltX Pro 5G Phone,Electronics,Region Z,29,24999.0,724971.0
2026-05-31,P102,VoltX Lite 5G Phone,Electronics,Region X,50,14999.0,749950.0
2026-05-31,P102,VoltX Lite 5G Phone,Electronics,Region Y,26,14999.0,389974.0
2026-05-31,P102,VoltX Lite 5G Phone,Electronics,Region Z,16,14999.0,239984.0
2026-05-31,P103,SoundCore Buds,Electronics,Region X,107,2999.0,320893.0
2026-05-31,P103,SoundCore Buds,Electronics,Region Y,44,2999.0,131956.0
2026-05-31,P103,SoundCore Buds,Electronics,Region Z,49,2999.0,146951.0
2026-05-31,P104,NovaTab 11,Electronics,Region X,28,18999.0,531972.0
2026-05-31,P104,NovaTab 11,Electronics,Region Y,13,18999.0,246987.0
2026-05-31,P104,NovaTab 11,Electronics,Region Z,9,18999.0,170991.0
2026-05-31,P201,UrbanDen Jacket,Apparel,Region X,34,3499.0,118966.0
2026-05-31,P201,UrbanDen Jacket,Apparel,Region Y,26,3499.0,90974.0
2026-05-31,P201,UrbanDen Jacket,Apparel,Region Z,18,3499.0,62982.0
2026-05-31,P202,FlexiKnit Tee,Apparel,Region X,154,999.0,153846.0
2026-05-31,P202,FlexiKnit Tee,Apparel,Region Y,62,999.0,61938.0
2026-05-31,P202,FlexiKnit Tee,Apparel,Region Z,52,999.0,51948.0
2026-05-31,P203,TrailBlaze Sneakers,Apparel,Region X,24,4599.0,110376.0
2026-05-31,P203,TrailBlaze Sneakers,Apparel,Region Y,27,4599.0,124173.0
2026-05-31,P203,TrailBlaze Sneakers,Apparel,Region Z,15,4599.0,68985.0
2026-05-31,P204,CloudWeave Hoodie,Apparel,Region X,39,2199.0,85761.0
2026-05-31,P204,CloudWeave Hoodie,Apparel,Region Y,14,2199.0,30786.0
2026-05-31,P204,CloudWeave Hoodie,Apparel,Region Z,19,2199.0,41781.0
2026-05-31,P301,ChefPro Blender,Home & Kitchen,Region X,22,5499.0,120978.0
2026-05-31,P301,ChefPro Blender,Home & Kitchen,Region Y,12,5499.0,65988.0
2026-05-31,P301,ChefPro Blender,Home & Kitchen,Region Z,4,5499.0,21996.0
2026-05-31,P302,AeroFry Air Cooker,Home & Kitchen,Region X,13,8999.0,116987.0
2026-05-31,P302,AeroFry Air Cooker,Home & Kitchen,Region Y,12,8999.0,107988.0
2026-05-31,P302,AeroFry Air Cooker,Home & Kitchen,Region Z,5,8999.0,44995.0
2026-05-31,P303,PureSip Bottle,Home & Kitchen,Region X,153,899.0,137547.0
2026-05-31,P303,PureSip Bottle,Home & Kitchen,Region Y,76,899.0,68324.0
2026-05-31,P303,PureSip Bottle,Home & Kitchen,Region Z,69,899.0,62031.0
2026-05-31,P304,LoomNest Bedsheet,Home & Kitchen,Region X,23,1799.0,41377.0
2026-05-31,P304,LoomNest Bedsheet,Home & Kitchen,Region Y,15,1799.0,26985.0
2026-05-31,P304,LoomNest Bedsheet,Home & Kitchen,Region Z,16,1799.0,28784.0
2026-05-31,P401,GlowLab Serum,Beauty,Region X,86,1299.0,111714.0
2026-05-31,P401,GlowLab Serum,Beauty,Region Y,39,1299.0,50661.0
2026-05-31,P401,GlowLab Serum,Beauty,Region Z,30,1299.0,38970.0
2026-05-31,P402,SilkTouch Shampoo,Beauty,Region X,174,449.0,78126.0
2026-05-31,P402,SilkTouch Shampoo,Beauty,Region Y,113,449.0,50737.0
2026-05-31,P402,SilkTouch Shampoo,Beauty,Region Z,67,449.0,30083.0
2026-05-31,P403,DewDrop Moisturizer,Beauty,Region X,116,799.0,92684.0
2026-05-31,P403,DewDrop Moisturizer,Beauty,Region Y,60,799.0,47940.0
2026-05-31,P403,DewDrop Moisturizer,Beauty,Region Z,38,799.0,30362.0
2026-06-01,P101,VoltX Pro 5G Phone,Electronics,Region X,57,24999.0,1424943.0
2026-06-01,P101,VoltX Pro 5G Phone,Electronics,Region Y,40,24999.0,999960.0
2026-06-01,P101,VoltX Pro 5G Phone,Electronics,Region Z,16,24999.0,399984.0
2026-06-01,P102,VoltX Lite 5G Phone,Electronics,Region X,42,14999.0,629958.0
